id,type,group1,group2,date,description
1025,spl,225,499,1980-00-00,"In 1980, the ex-chairman of the LTTE, Mukundan, left LTTE to form PLOTE after a rivalry with LTTE\'s founder Prabhakaran.  
"
1027,all,501,495,2004-04-00,"Colonel Karuna allies himself with the Indian-based ENDLF, who help him form the political wing of his faction: Tamil Makkal Viduthalai Pulikal (TVMP). "
1029,riv,503,225,1986-04-00,"In April, the LTTE launched an all-out offensive against the TELO, killing most of their members. In May, the LTTE successfully killed TELO\'s leader, Sri Sabaratnam."
1031,spl,499,501,1987-00-00,"Gnanapiragasam Gnanasekaran, a former leader of PLOTE, merged his Three Stars militant group with another PLOTE splinter group led by Jotheeswaran and an EPRLF splinter group led by Douglas Devananda to form the Eelam National Democratic Liberation Front (ENDLF) "
1033,spl,505,501,1987-00-00,"In 1987, the faction of the EPRLF led by Douglas Devananda splits from the EPRLF to form the Eelam National Democratic Liberation Front (ENDLF) along with a faction of PLOTE. "
1035,riv,505,225,1986-12-13,"In December 1986, the LTTE launches an all-out assault on EPRLF bases in Jaffna, defeating the group militarily by early 1987. After these attacks, the group disbands and becomes a political party, backed by the Indian Peacekeeping Force (IPKF). "
1037,all,499,509,1987-00-00,"In 1987, PLOTE accepted the Indo-Sri Lankan Accord and has since fought alongside government forces against the LTTE. 
"
1039,riv,499,225,1982-05-00,"In mid-1982, clashes between LTTE and PLOTE members begin. The two groups remain rivals until the defeat of the LTTE in 2009. "
1041,all,501,511,1987-07-00,The ENDLF collaborated with the IPKF after their arrival in Sri Lanka in mid-1987. 
1045,all,511,509,1987-06-00,"As a result of the Indo-Sri Lankan Accord of July 1987, the Sri Lankan government agreed to send forces to Sri Lanka to help Sri Lankan forces disarm Tamil militant groups and cease hostilities between the two.  "
1047,all,495,509,2006-00-00,"In 2006, Colonel Karuna allied himself and his faction with the Sri Lankan government, delivering a serious blow to the LTTE. "
1049,spl,513,505,1980-00-00,A breakaway faction of EROS formed the EPRLF in 1980 because of growing disagreements between EROS\' leadership in London and in Jaffna. 
1051,spl,513,225,1990-00-00,"In 1990, the majority of EROS members, along with former EROS leader V. Balakumaran, left the group to join the LTTE because of disagreements over the use of violence and continued military support of the LTTE.  "
1053,all,225,515,1983-00-00,"In 1983, RAW provides logistical and financial support to the LTTE. "
1055,riv,515,225,1986-00-00,RAW withdraws its support for the LTTE as it grows more radical and makes ties with separatist groups in the Indian state of Tamil Nadu. 
1057,riv,225,511,1987-06-00,"The LTTE clashes with the IPKF when they arrive in Sri Lanka as mandated by the Indo-Sri Lankan Accord, eventually leading to the IPKF\'s withdrawal in 1990. "
1059,all,499,515,1980-00-00,"In the early 1980s, RAW supported PLOTE and other Tamil militant groups. "
1061,riv,499,515,1985-00-00,"In 1985, RAW signaled their withdrawal of support for PLOTE when they allowed Indian customs officials to seize several containers of military equipment being sent to PLOTE through India. "
1063,spl,503,517,1982-00-00,"In 1982, Oberoi Devan and his supporters in the Tamil Eelam Liberation Army (TELA) defected from Tamil Eelam Liberation Organization (TELO). TELA was the former military wing of TELO. "
1065,all,517,499,1983-08-00,"Shortly after its split from TELO, the TELA allied itself with LTTE\'s rival, PLOTE. In August 1983, TELA\'s leader Oberoi Devan was assassinated by LTTE members. "
1067,all,513,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF). "
1069,all,503,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF). "
1071,all,505,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF). "
1073,all,225,519,1985-08-00,"In August 1985, LTTE formally joins the ENLF, in preparation for the Thimpu peace talks with the Sri Lankan government. "
1075,all,513,515,1983-07-00,"After clashes between Sri Lankan government forces and Tamil militants began to intensify in 1983, EROS established close ties with RAW 1983 – EROS established close ties with RAW. Several EROS members were then trained at Indian training camps. 
"
1077,all,513,225,1986-00-00,"In 1986, the LTTE and EROS agree to use EROS training camps in Vavuniya as their main military training site. "
1079,all,503,515,1983-01-00,"TELO is one of the first Tamil militant groups to develop close relations with RAW. In 1983, RAW invites 350 cadres to train in India.  "
1081,all,503,511,1987-00-00,"The IPKF attempts to revive TELO as a militant group to fight against the LTTE. However, TELO was constantly under LTTE attack and was never able to re-emerge as a militant group.  "
1083,all,503,225,1977-10-00,LTTE and TELO enter into a coordinating alliance against Sri Lankan government forces.
1085,all,503,225,1978-00-00,LTTE and TELO enter into a coordinating alliance against Sri Lankan government forces. 
1087,all,501,515,1987-00-00,The ENDLF was created in 1987 by the merger of various PLOTE and EPRLF splinter groups. This merger was supported and facilitated by RAW. 
1089,aff,255,521,2013-11-00,The leadership of Jaish al-Muhajireen wal Ansar has sworn a loyalty oath to the Caucasus Emirate and many fighters are former members. 
1843,aff,525,537,2011-11-00,"Suqour al-Sham was affiliated with the Free Syrian Army (FSA) in 2011, and became a founding a member of the FSA linked Syrian Islamic Liberation Front (SILF) umbrella organization in 2012. Despite its close FSA ties, Suqour al-Sham did not take orders from the FSA’s Syrian National Council, and began to distance itself from the FSA when it joined the Islamic Coalition on September 23, 2013."
1093,aff,21,493,2012-02-00,"Jabhat al-Nusra was formed in late 2011, when Al Qaeda in Iraq (AQI) emir Abu Bakr al-Baghdadi sent AQI operative Abu Muhammad al-Julani to Syria to organize jihadist cells in the region."
1863,riv,659,1,2015-05-00,Al Fawj Al Awl began fighting the Islamic State in the Aleppo governorate.
1865,riv,661,1,2011-03-00,Jaysh al Sanadeed began targeting the Islamic State.
1867,riv,523,1,2014-04-00,"After a series of small skirmishes between Ahrar al-Sham and the Islamic State (IS), Ahrar al-Sham and its allies, including Jabhat al-Nusra, began to target the Islamic State. Ahrar al-Sham and its allies initially drove IS out of the city of Raqqa."
1869,riv,645,1,2014-09-00,"The Southern Front began opposing the Islamic State (IS), and joined larger opposition campaigns against IS in the Daraa governorate."
1927,riv,629,493,2015-07-00,"Kata’ib Sayyid al-Shuhada (KSS) participated in the Assad Regime’s offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra."
1913,all,545,21,2013-00-00,"Although ASL publicly denies a relationship with Al Qaeda (AQ), the group has released statements in support of AQ and its leaders in the past and allegedly acts as an AQ ally.  ASL’s training camps have supplied fighters to Jabhat Fatah al Sham, the group formerly known as Al-Nusra, AQ’s Syria branch. "
1917,all,545,613,2014-00-00,ASL was also known to coordinate attacks with Al Murabitoun before Al Murabitoun merged into AQIM in 2015.  
1919,all,545,611,2013-01-00,ASL’s Libya-based camps  trained militants from the Those Who Sign in Blood Brigade for the attack on In Amenas gas complex. 
1811,all,527,493,2013-02-01," Liwa al-Tawhid and Jabhat al-Nusra (Al-Nusra) cooperated with the Nasser Salahuddin Brigade, Dera’ al-Assima, and Liwa al-Habib al Mustafa in a series of attacks against Syrian army units and outposts in the Damascus countryside. According to Al-Nusra, the militants destroyed several tanks and killed over 150 Syrian soldiers."
1137,all,493,523,2012-11-01,Ahrar al-Sham and Jabhat al-Nusra first cooperated in an attack the International Center for Agricultural Research in the Dry Areas.
1113,all,541,537,2014-01-00,The Islamic Front and the Free Syrian Army work together in clashes with ISIS in Northern Syria.
1117,riv,541,1,2014-01-00,The Islamic Front and the FSA clash with ISIS in Northern Syria.
1923,riv,629,537,2015-09-00,"Kata’ib Sayyid al-Shuhada (KSS) participated in the Assad Regime’s offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra."
1921,riv,143,537,2016-05-00,Asa'ib Ahl al-Haq began targeting the Free Syrian Army in the Aleppo governorate.
1823,all,659,523,2016-02-00,"Al Fawj al-Awl joined the Jaysh Halab operations room, where it began cooperating with Ahrar al-Sham."
1821,all,523,1,2013-08-00,Ahrar al-Sham and the Islamic State coordinated an attack on Alawite villages in the Latakia governorate that killed 190 civilians.
1371,all,1,5,2004-00-00,"In the years immediately following the 2003 U.S. invasion, AQI and IAI worked closely with one another to combat U.S. forces. One of the founders of the IAI, Sheikh Ahmed al-Dabash, claimed to be like a “brother to Abu Musab al-Zarqawi,” the leader of AQI."
1853,riv,535,655,2013-11-01,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG."
1855,riv,1,655,2013-10-15,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG."
1857,riv,523,655,2013-09-01,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG."
1859,riv,655,493,2013-07-01,The YPG began targeting Jabhat al-Nusra and won the battle of Ras al-Ayn.
1861,riv,533,655,2016-04-07,Jaysh al-Islam began targeting the YPG and other Kurdish forces in the Aleppo governorate.
1805,all,537,493,2012-08-00,The Free Syrian Army (FSA) began cooperating with Jabhat al-Nusra (Al-Nusra). Al-Nusra intially avoided targeting civilian areas and minimized collateral damage in order to maintain ties with the FSA.
1909,riv,619,493,2016-01-00,Harakat al-Nujaba targeted Jabhat al-Nusra in an offensive in the Aleppo governorate.
1825,all,659,493,2015-08-00,Al Fawj al-Awl conducted military exercises with Jabhat al-Nusra.
1827,all,657,523,2016-02-00,Harakat Nour al-Din al-Zenki began coordinating attacks with Ahrar al-Sham as part of the Jaysh Halab operations room.
1829,all,657,493,2012-06-01,Harakat Nour al-Din al-Zenki began cooperating with Jabhat al-Nusra.
1831,all,653,493,2012-09-00,"Liwa al-Islam began cooperating with Jabhat al-Nusra during """"Operation Epic in the Capital of Omayyads."""""
1833,all,647,523,2015-07-18,The Levantine Front began cooperating with Ahrar al-Sham as part of the Fatah Halab joint operations room.
1839,all,647,493,2015-06-00,The Levantine Front began cooperating with Jabhat al-Nusra as part of the Fatah Halab joint operations room.
1841,all,661,655,2015-02-00,Jaysh al-Sanadeed and the YPG began coordinating attacks against the Islamic State in the Hassakah governorate.
1795,mer,653,533,2013-09-29,"Saudi Arabia facilitated a merger of about fifty Damascus-based opposition groups, including Liwa al-Islam, to create a new opposition group known as Jaysh al-Islam."
1797,mer,525,523,2015-04-00,"Suqour al-Sham merged into Ahrar al-Sham. Suqour al-Sham's former leader, Ahmad Abu Eissa, became a deputy responsible for Ahrar al-Sham’s political affairs."
1799,mer,529,523,2014-12-01,Liwa al-Haqq merged into Ahrar al-Sham.
1801,mer,535,523,2014-12-01,The Kurdish Islamic Front merged into Ahrar al-Sham.
1911,all,547,545,2012-00-00,"AST and Ansar al-Shariah in Libya (ASL) reportedly have operational, financial and logistical links, but the extent of their relationship is unclear. ASL has allegedly sold weapons to AST.  "
1845,aff,537,527,2012-07-00,"Liwa al-Tawhid initially pledged allegiance to the Free Syrian Army (FSA). However, Liwa al-Tawhid often acted independently of FSA-affiliated groups, and it began to distance itself from the FSA on September 29, 2013 by joining the Islamic Coalition, a political group that called for opposition to the Assad Regime to be run only by groups fighting inside Syria and opposed the National Coalition for Syrian Revolutionary and Opposition Forces."
1847,aff,529,537,2012-11-00,"Liwa al-Haqq was initially affiliated with the Free Syrian Army (FSA). However, it began to distance itself from the FSA on September 23, 2013 by joining the Islamic Coalition, a political group that called for the implementation of Shariah in Syria and the opposition to the Assad Regime to be run only by groups fighting inside Syria."
1849,aff,653,537,2011-09-00,"Liwa al-Islam was initially affiliated with the Free Syrian Army (FSA). However, the group began to distance itself from the FSA in 2013 when Liwa al-Islam joined the Islamic Coalition, a political group that called for the implementation of Shariah law in Syria, and for the opposition to the Assad Regime to be run only by groups fighting inside Syria."
1813,all,527,1,2013-11-00,Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish People’s Protection Units in late 2013.
1815,all,531,493,2014-05-00,Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.
1817,all,531,523,2014-06-00,Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.
1155,all,493,525,2013-01-00,"A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition."
1819,all,645,493,2014-12-00,"The Southern Front and Jabhat al-Nusra (Al-Nusra) became allies and captured the town of Tel al-Haraa. Though the Southern Front officially stopped cooperating with Al-Nusra in April 2015, the groups still coordinated attacks in later battles."
1157,all,523,525,2013-01-00," A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition."
1809,all,527,523,2013-03-00,"Liwa al-Tawhid participated in a joint offensive with multiple opposition groups, including Jabhat al-Nusra and Ahrar al-Sham, against Assad Regime military camps in the Idlib countryside."
1871,riv,533,1,2013-10-00,"Jaysh al-Islam has opposed the Islamic State (IS) since 2013, and referred to IS as “enemy number one of the Syrian revolution.”"
1873,riv,523,81,2013-05-00,Ahrar al-Sham began opposing Hezbollah in 2013 after Hezbollah announced its involvement in the Syrian conflict. The groups still target each other today despite two ceasefires in 2015.
1877,riv,529,81,2013-04-00,"Hezbollah began conducting operations with the Syrian army around al-Qusayr in March 2013. In May 2013, Hezbollah and the Syrian army launched an offensive against local opposition groups, and forced Jabhat al-Nusra, Liwa al-Haqq, and other insurgents out of the town of al-Qusayr."
1881,riv,527,655,2013-12-15,Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish People’s Protection Units in late 2013.
1885,riv,527,1,2014-07-00,"Clashes erupted between the Islamic State (IS) and Liwa al-Tawhid when Liwa al-Tawhid drove IS out of the city of Aleppo. In response to growing hostility with Liwa al-Tawhid and other militant groups, IS began targeting the leaders of opposition groups and killed prominent Liwa al-Tawhid member Adnan Bakour."
1887,riv,525,1,2014-01-03,"Suqour al-Sham began targeting the Islamic State on January 3, 2014."
1889,riv,493,81,2014-08-00,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. "
1891,riv,81,1,2014-01-00,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS."
1893,riv,1,537,2013-06-00,The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.
1895,riv,493,1,2014-03-00,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014."
1897,riv,647,1,2015-02-00,The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.
1899,riv,649,1,2014-10-00,The Ajnad al-Sham Islamic Union began fighting the Islamic State in the Damascus governorate.
1901,riv,493,537,2014-11-00,Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.
1903,spl,21,493,2016-07-28,Jabhat al-Nusra leader Abu-Muhammad al-Julani announced that the organization had ended its affiliation with Al Qaeda and had renamed itself Jabhat Fatah al-Sham (The Front for the Conquest of the Levant). Al Qaeda's central command sanctioned Fatah al-Sham's split.
1907,riv,361,537,2016-03-00,Kata'ib Hezbollah began targeting the Free Syrian Army in the Aleppo governorate.
1807,all,1,493,2012-04-01,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict."
1187,riv,561,81,2013-12-11,"ISIS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters."
1191,riv,1,541,2014-01-06,"In early 2014, tensions on the ground between ISIS and other rebel groups begin to develop into conflict on the ground. On January 6th ISIS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA."
1925,all,629,81,2015-02-00,"Kata’ib Sayyid al-Shuhada (KSS) participated in the Assad Regime’s offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra."
1915,all,545,65,2014-11-00,"When the UN sanctioned ASL in November 2014, it classified the group as an entity associated with Al Qaeda and stated that ASL is additionally associated with Al Qaeda in the Islamic Maghreb (AQIM).  According to French sources, AQIM fighters met with ASL in southern Libya, and AQIM consistently re-tweets tweets by ASL accounts on Twitter. "
1793,spl,651,649,2016-02-01,"Ajnad al-Sham's fighters in East Ghouta defected and joined Faylaq al-Rahman, a group based in the Damascus governorate and supported by former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, amid rising tension with Jaysh al-Islam."
1207,spl,525,549,2014-01-10,"Conflict with the Islamic State (IS) prompted Liwa Dawoud and Liwa Siyoof al-Haq, two of Suqour al-Sham’s strongest factions, to declare peace with IS, defect from Suqour al-Sham, and eventually form the Army of the Levant (Jaysh al-Sham) with deserting IS members."
1787,mer,527,647,2014-12-25,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups."
1789,spl,659,647,2015-03-03,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front."
1791,spl,659,647,2015-03-00,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front."
1217,aff,557,21,2014-01-00,"While ABM and AQ groups share a similar ideology, they were never formal affiliates. Until Ayman Zawahiri, AQ’s leader, mentioned “our people in the Sinai” in January 2014, there had not even been confirmation that AQ recognized ABM. "
1215,all,553,65,2012-00-00,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Haram’s activities under Shekau indicates cooperation as early as 2010."
1219,spl,557,21,2014-10-00,"ABM’s declaration of allegiance to IS in November 2014 could indicate a split between AQ and ABM. Some ABM cells in the Nile Valley remain loyal to AQ, which could possibly divide ABM into two factions: one that remains loyal to AQ and one that is newly loyal to IS. "
1221,all,1,559,2013-12-00,"ISIS, al-Nusra, and Ahrar al-Sham coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters."
1223,riv,1,559,2014-01-00,"In early 2014, tensions on the ground between ISIS and other rebel groups begin to develop into conflict on the ground. On January 6th ISIS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA"
1225,riv,1,559,2014-04-00,"According to the Syrian Observatory for Human Rights, IS is responsible for the assassination of al-Nusra's leader in Idlib, Abu Muhammad al-Ansari, and his family."
1227,aff,1,19,2014-08-00,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. "
1229,riv,1,19,2014-11-00,AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadi’s declaration of an Islamic caliphate to be illegitimate.
1231,aff,459,1,2014-11-00,Jundullah vows allegiance to IS after a meeting with a three-man delegation representing IS led by al Zubair al Kuwaiti.
1233,aff,557,1,2014-11-00,ABM made international headlines when the organization pledged allegiance to the IS in a nine-minute audio speech released on Twitter in November 2014.
1235,aff,559,21,2012-00-00,Al Nusra takes orders from both Al Qaeda's senior leadership and Al Qaeda in Iraq (AQI).
1237,aff,559,1,2012-00-00,"Al Nusra takes orders from both Al Qaeda's senior leadership and Al Qaeda in Iraq (AQI), now known as the Islamic State."
1239,aff,1,105,2014-10-00,TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.
1241,spl,555,65,2014-09-00,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had “deviated from the true path.”"
1243,aff,555,1,2014-09-00,"Jund al-Khilafah declared allegiance to the Islamic State (IS) in September 2014, declaring to Abu Bakr al-Baghdadi, the leader of IS, """"you have in the Islamic Maghreb men who will obey your orders."""" "
1245,spl,555,65,2014-09-00,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had “deviated from the true path.” "
1247,riv,1,559,2013-05-23,Zawahiri rules against Baghdadi's claimed merger with al-Nusra. He commands that ISIS is to be dissolved and al-Nusra should continue to operate in Syria while AQI continues to operate in Iraq.
1249,aff,152,1,2014-07-00,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf. "
1251,aff,65,65,2014-07-23,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. "
1253,aff,152,1,2014-09-00,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany “stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State”. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident."
1255,aff,152,1,2014-07-24,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. "
1259,riv,561,1,2014-02-00,"IS carries out a double suicide bombing that kills 26 in Aleppo, including commander Adnan Bakour of Liwa al-Tawhid, a member group of the Islamic Front."
1261,riv,561,1,2014-02-00,"AQ sends envoy Abu Khaled al-Suri to mediate the conflict between the Islamist rebel factions in Syria, and he is killed in an IS bombing of Ahrar al-Sham's, a member group of the Islamic Front, headquarters."
1803,spl,1,21,2014-02-03,"In April 2013, Islamic State (IS) Emir Abu Bakr al-Baghdadi declared that Jabhat al-Nusra (Al-Nusra) and AQI would merge under the name """"Islamic State in Iraq and Syria,"""" but Al-Nusra leader Abu Muhammad al-Julani denied the merger and re-pledged allegiance to Al Qaeda (AQ) commander Ayman al-Zawahiri. Although Zawahiri supported Al-Nusra, saying that the organizations should remain separate, Baghdadi rejected Zawahiri's statement. AQ officially renounced any affiliation with IS in February 2014, before it became the Islamic State (IS)."
1265,riv,565,81,2013-05-00,"Hezbollah troops began openly operating with regime forces around al-Qusayr in Syria in March 2013. In May 2013, they launch an offensive against the rebel groups, taking the town in a significant victory for the regime. Al-Nusra and Liwa al-Haqq, a member of the Islamic Front, are among the ousted rebel forces."
1267,riv,561,81,2013-12-00,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters."
1281,all,493,565,2013-01-00,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict."
1271,all,561,559,2013-12-00,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict."
1273,riv,1,559,2014-01-06,"In early 2014, tensions on the ground between IS and other rebel groups begin to develop into conflict on the ground. On January 6th, IS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA."
1275,riv,1,561,2014-01-06,"In early 2014, tensions on the ground between IS and other rebel groups begin to develop into conflict on the ground. On January 6th, IS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA."
1279,riv,81,559,2014-03-00,"Syrian government forces and Hezbollah seize the rebel-held town of Yabroud in Syria, clashing with Al Nusra. Hours later, a car bomb goes off in Nabi Othman in the Bekaa Valley. Al Nusra claims the bombing in retaliation for the loss of Yabroud, and Hezbollah reports four fatalities."
1283,mer,565,561,2013-11-22,"On November 22, 2013, seven rebel factions in Syria announced the creation of the Islamic Front as a united opposition force against Syrian president Bashar al-Assad. Under the Islamic Front, these individual groups dissolved, providing a unified message of opposition to the government of al-Assad."
1285,all,493,561,2013-12-11,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters."
1291,all,493,561,2014-05-00,"Al-Nusra and Suqour al-Sham, a member of the Islamic Front, conduct a joint suicide attack in Idlib, Syria."
1293,all,493,565,2013-09-00,"Thirteen Islamist groups denounce the Syrian National Council and announce the formation of an Islamist coalition. The most prominent of the groups are: al-Nusra, Ahrar al-Sham, Tawhid Brigade, Suqour al-Sham, the Islam Army, and Liwa al-Haqq. The """"coalition"""" is short-lived, with many of the strongest signees soon joining together to form the Islamic Front, of which al-Nusra is notably not a member."
1295,all,493,565,2013-03-00,"Rebel groups including al-Nusra and Ahrar al-Sham, a member of the Islamic Front, take full control of Raqqa in a joint operation against regime forces. It is the first provincial capital to come under rebel control in the civil war."
1297,all,493,565,2012-11-00,"Al-Nusra and Ahrar al-Sham, a member of the Islamic Front, are two of eleven Islamist groups to release a joint statement opposing the creation of the National Coalition of Syrian Revolutionary and Opposition Forces, a representative group formed in Qatar that seeks to replace Assad and establish a secular transitional government by unifying support for the FSA. The Islamist groups rejected the umbrella and instead called for the establishment of an Islamic state, although the disagreement didn't prevent cooperation on the ground between the FSA and Islamists."
1299,aff,553,1,2014-07-00,"In July 2014, Boko Haram leader Abubakar Shekau declared support for for IS leader, al-Baghdadi. The organization also began using the Islamic State battle hymn as the soundtrack for videos documenting its atrocities."
1301,all,553,1,2015-03-07,"Boko Haram swore official allegiance to the Islamic State in March 2015. In an Arabic audio message posted on Twitter, Abubakar Shekau, leader of Boko Haram called on, """"on Muslims everywhere to pledge allegiance to the caliph."""" Later that month, the Islamic State accepted their pledge, claiming that an allegiance with Boko Haram meant IS had officially expanded into West Africa."
1303,all,547,21,2013-08-00,"Upon being declared a terrorist organization by the Tunisian government in August 2013, AST declared its loyalty to Al Qaeda (AQ) in a post on their official Facebook page. The AQ response is unknown, so AST is not formally affiliated with AQ."
1305,aff,547,65,2013-08-00,"AST’s relationship with Al Qaeda in the Islamic Maghreb (AQIM) was unclear until the Tunisian government published an “Allegiance Act,” signed by AST leaders for AQIM in August 2013.  Prior to the concrete proof of affiliation, AQIM was rumored to have been funding AST, and AST consistently retweeted AQIM tweets in support of the group. "
1307,all,547,1,2014-07-00,"AST publicly supports the Islamic State (IS) and has encouraged members to go to Syria to fight with the group; AST leader Kanel Zarrouk pledged allegiance to IS and joined the Syrian civil war in 2014. In July 2014, AST’s spokesman, Seifeddine Rais, swore loyalty to IS.  It is unclear whether or not he spoke on behalf of AST or solely himself.  Following his pledge, a number of AST leaders left to fight in Syria and dedicated themselves to IS.  Although AST has backed IS on social media in past years, the extent of their connection to the group is unknown.  "
1309,all,1,367,2015-05-00,"The Afghan government launched a major offensive against Taliban forces in the northeastern city of Kunduz. Foreign militants trained by the Islamic State were allegedly fighting alongside the Taliban in this conflict. Other sources, however, report that the Taliban and the Islamic State are actively fighting one another."
1377,riv,13,1,2013-10-15,Ansar al-Islam released a statement detailing its past failed peace negotiations with IS and announced that its fighters would strike back against IS forces.  Tensions had existed between the groups for some time.
